coordinate_x,coordinate_y,cell_type,probability,area,convex_area,eccentricity,extent,filled_area,major_axis_length,minor_axis_length,orientation,perimeter,solidity,pa_ratio
114.2171581769437,946.9490616621983,Stroma,0.9910065531730652,373,446,0.9828497957474204,0.3853305785123967,373,52.58656769869368,9.697379289869453,-0.38143931945489284,109.25483399593904,0.8363228699551569,32.001658851153344
416.904,995.896,Stroma,0.9906800389289856,250,266,0.9487864662410223,0.4789272030651341,250,32.43002773173269,10.245232516592823,-0.5159942904926986,74.18376618407356,0.9398496240601504,22.012924661013184
367.7319587628866,284.7938144329897,Stroma,0.9895524382591248,97,108,0.9946360576334385,0.7578125,97,35.354653572266926,3.6569621921568913,-0.025306971650757952,64.07106781186548,0.8981481481481481,42.320636397450144
11.271523178807946,587.1655629139073,Stroma,0.9893335700035095,151,167,0.9765598059050417,0.3700980392156863,151,30.19759065319726,6.4999179613626055,-0.5513514536506874,62.76955262170047,0.9041916167664671,26.09282606840016
639.2451923076923,812.2403846153846,Stroma,0.9872955679893494,208,243,0.9924025082269842,0.40310077519379844,208,46.85530236514596,5.7647755647699475,-0.2279929408780618,94.87005768508881,0.8559670781893004,43.27080694794268
319.43432574430824,973.5954465849387,Stroma,0.9871909618377686,571,630,0.8949312722949528,0.5287037037037037,571,42.204619909947546,18.83187061258517,-0.6064267056464213,117.22539674441617,0.9063492063492063,24.066188514686125
270.7508196721312,808.0491803278688,Stroma,0.9866794943809509,305,339,0.9794731589397795,0.5865384615384616,305,44.49376833903045,8.968814830305465,-0.21212990331249315,92.62741699796952,0.8997050147492626,28.13061763841224
213.49700598802394,426.11976047904193,Tumor,0.9857242703437805,334,348,0.7697132246518521,0.755656108597285,334,26.199630696987402,16.725577309592175,1.3616901779277095,69.698484809835,0.9597701149425287,14.544547259840718
161.85,293.1277777777778,Stroma,0.9825426340103149,180,201,0.9775876468772805,0.703125,180,33.12454602622995,6.973672266256856,-0.05124341065103293,69.55634918610404,0.8955223880597015,26.87825395610687
275.2392156862745,918.8980392156863,Stroma,0.9804460406303406,255,281,0.9825712193523587,0.3079710144927536,255,42.036496542893104,7.814018121237488,-0.5480997025492743,89.5685424949238,0.9074733096085409,31.46087766535283
186.9506172839506,847.2716049382716,Stroma,0.9791379570960999,162,178,0.9744368325355207,0.4,162,30.769280925428664,6.912677587563148,-0.4426880106923757,65.94112549695427,0.9101123595505618,26.840938467932546
733.2823529411764,627.6666666666666,Stroma,0.9790161848068237,255,267,0.9234944204751832,0.6854838709677419,255,29.23899533590112,11.21642524122465,0.021951594126432737,69.698484809835,0.9550561797752809,19.050505038379608
96.98870056497175,660.0451977401129,Stroma,0.9776216745376587,177,197,0.988694288283836,0.2653673163418291,177,39.40731739111316,5.908943516289123,-0.6824172062417637,75.9827560572969,0.8984771573604061,32.61796168396999
618.6654275092936,662.6468401486989,Stroma,0.9774814248085022,269,304,0.985914611026422,0.6113636363636363,269,46.09735753911848,7.709757865661354,0.10115273950665885,93.62741699796952,0.8848684210526315,32.58770711416979
663.2013201320132,630.3234323432343,Stroma,0.9767281413078308,303,330,0.9843177892535411,0.5988142292490118,303,46.89108050476047,8.271789920687795,-0.15046989416827197,100.04163056034261,0.9181818181818182,33.03078496756461
224.86896551724138,449.01724137931035,Tumor,0.976716160774231,290,302,0.8979326504488976,0.6561085972850679,290,29.109728081143473,12.812148562216075,0.4405249904418246,68.52691193458118,0.9602649006622517,16.192888480309808
134.34848484848484,665.3560606060606,Stroma,0.9757762551307678,132,156,0.982324773178179,0.352,132,30.97769314063006,5.798544246627298,-0.44218541451869986,62.52691193458118,0.8461538461538461,29.6182933035975
374.17289719626166,303.7710280373832,Stroma,0.9743029475212097,214,246,0.9866577689910652,0.6257309941520468,214,41.74909737306374,6.797087304824206,0.10036758326494012,82.38477631085023,0.8699186991869918,31.71612788686369
991.1925925925926,436.52592592592595,Stroma,0.9728292226791382,135,146,0.9780139928925274,0.38571428571428573,135,28.839215331799902,6.014109090667091,-0.43897571046907663,60.526911934581186,0.9246575342465754,27.137089395085532
887.3769841269841,699.984126984127,Stroma,0.9711299538612366,252,291,0.9750914835710575,0.34615384615384615,252,39.60574532325856,8.784675617151738,-0.7286304442843123,82.32590180780453,0.865979381443299,26.89505598598521
54.68075117370892,667.093896713615,Stroma,0.9705633521080017,213,229,0.9450823787133865,0.46304347826086956,213,29.17577355005477,9.535582724216566,-0.6306820705128284,65.59797974644667,0.9301310043668122,20.202323693968204
216.26875,747.428125,Stroma,0.9703751802444458,320,337,0.8831923413285916,0.6971677559912854,320,29.708792374698117,13.933749473385845,-0.2977882290272495,72.28427124746189,0.9495548961424333,16.32817459305202
221.84328358208955,398.80223880597015,Tumor,0.9698290228843689,268,278,0.7246575941368658,0.638095238095238,268,22.551653445068677,15.54054992905184,0.680126646431741,62.18376618407356,0.9640287769784173,14.428435734460935
365.4896265560166,381.0497925311203,Stroma,0.9695209860801697,241,268,0.9846682442060448,0.7172619047619048,241,43.50321306919772,7.588592658234191,-0.03295305253350075,89.38477631085024,0.8992537313432836,33.152025876102634
618.2916666666666,509.90833333333336,Stroma,0.9689075946807861,240,264,0.9755777632748585,0.5555555555555556,240,37.78223374995913,8.299031508227902,0.21585357618916537,79.698484809835,0.9090909090909091,26.466035337431247
210.12994350282486,606.8361581920904,Stroma,0.9684960246086121,177,199,0.9871804260631901,0.6833976833976834,177,38.45549741127506,6.137816202305345,0.04851388110977191,77.5208152801713,0.8894472361809045,33.95184633730192
876.3082191780821,745.4657534246576,Stroma,0.9679462313652039,146,156,0.8957084680754898,0.6952380952380952,146,20.815623553780636,9.255496557055093,-0.16603163428517975,49.798989873223334,0.9358974358974359,16.985886249269864
492.76258992805754,103.9568345323741,Stroma,0.9679437279701233,139,161,0.9840871157292108,0.5791666666666667,139,32.31582566680516,5.742091083664999,0.1457404753842175,64.97056274847714,0.8633540372670807,30.3681584449914
574.6775067750677,341.5447154471545,Stroma,0.9653032422065735,369,454,0.9890084500534857,0.4823529411764706,369,59.29143922092183,8.766773281047415,-0.20247748706943977,117.45584412271572,0.8127753303964758,37.38719598531082
997.4646464646464,49.535353535353536,Lymphocyte,0.9631198048591614,297,312,0.64665636465442,0.781578947368421,297,22.530878637260383,17.186136359229533,-1.1333324899631187,64.62741699796952,0.9519230769230769,14.06297315767488
607.0140845070423,819.8098591549295,Stroma,0.9619654417037964,142,155,0.9853740254255091,0.6543778801843319,142,32.69718689315742,5.571780057691481,-0.13147929619217935,66.14213562373095,0.9161290322580645,30.808324682169147
274.6559139784946,994.7983870967741,Stroma,0.9618197679519653,372,390,0.9243510496866186,0.5454545454545454,372,35.80515902274009,13.661211359470949,-0.5215952111065181,84.42640687119285,0.9538461538461539,19.16080155155968
289.51724137931035,535.235632183908,Stroma,0.9611892104148865,174,187,0.9000903607323574,0.5819397993311036,174,23.05671927466378,10.045888063561542,-0.3962828967419417,55.69848480983499,0.93048128342246,17.829432242019646
341.8777777777778,780.5,Stroma,0.9611109495162964,90,93,0.9757630668975574,0.33088235294117646,90,23.22037354596366,5.081307359792002,-0.8358431615152481,46.76955262170047,0.967741935483871,24.30434502704455
95.165,837.08,Stroma,0.9610443115234375,200,211,0.9622041066999827,0.3968253968253968,200,31.070658854809526,8.461451313341396,-0.7165817467989116,66.66904755831214,0.9478672985781991,22.223809511662434
619.8042168674699,459.55120481927713,Lymphocyte,0.9607261419296265,332,337,0.6810325298272946,0.8019323671497585,332,24.04688381260388,17.608406708978762,0.3522621256907203,65.698484809835,0.9851632047477745,13.000876223819638
560.8863636363636,822.7840909090909,Stroma,0.960541307926178,176,199,0.9936488732744098,0.5714285714285714,176,45.11006454422244,5.076018234167994,-0.1091735200658073,89.72792206135786,0.8844221105527639,45.744886349142675
695.9934426229509,427.5770491803279,Stroma,0.9595986604690552,305,354,0.9727048600226328,0.6015779092702169,305,42.505156245149934,9.863143167355716,0.13837999011476487,88.87005768508881,0.8615819209039548,25.894711976888566
